nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,montant_pret
Clerc,Hortense,70,181.3,72.3,F,oui,bac,Occitanie,oui,oui,2096,83543
Le Gall,Auguste,38,169.8,68.4,H,non,bac+2,Île-de-France,non,non,3964,42206
Fleury,Matthieu,72,159.2,58.6,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3743,41657
Marchand,Adrien,30,164.0,83.5,F,oui,doctorat,Normandie,oui,oui,4539,84476
François,Grégoire,30,166.0,80.2,H,non,bac+2,Île-de-France,non,non,1115,41615
Simon,Nicolas,50,177.5,73.0,H,non,master,Normandie,non,oui,3067,41919
Olivier,Valentine,71,163.5,45.1,F,non,aucun,Hauts-de-France,non,oui,3103,84334
Loiseau,Thomas,29,149.4,65.2,H,non,master,Bretagne,non,non,3629,41867
Deschamps,Clémence,62,171.9,99.2,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,3730,41831
Rolland,Rémy,44,163.5,70.4,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2443,41886
Moreau,Denis,69,154.2,55.9,H,non,master,Corse,oui,non,1827,42041
Cousin,Aimée,53,149.6,70.7,F,oui,bac,Occitanie,oui,oui,2201,84237
Roy,Laurence,68,153.3,76.1,F,non,master,Île-de-France,non,non,3359,83969
Maillet,René,50,172.3,65.1,F,non,bac+2,Bretagne,non,non,3209,84342
Michaud,Célina,18,176.8,74.6,F,oui,aucun,Île-de-France,oui,non,1510,84193
Ruiz,Joseph,71,172.8,87.9,F,non,bac,Normandie,oui,oui,1784,84000
Perrot,Thierry,43,191.0,62.1,H,non,aucun,Normandie,oui,non,2538,41873
Lombard,Céline,42,163.3,73.3,H,non,bac+2,Hauts-de-France,non,oui,500,41540
Dupré,Suzanne,63,164.5,53.6,H,oui,doctorat,Normandie,non,non,2662,42007
Bertrand,Amélie,28,179.9,79.7,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,500,84056
Perrier,Denis,58,190.4,74.4,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1568,42430
Pons,Margot,64,171.6,72.6,H,non,bac+2,Hauts-de-France,oui,non,1699,41675
Launay,Margaux,32,172.0,60.9,F,oui,doctorat,Corse,non,non,2014,84362
Langlois,Margaux,60,163.1,48.5,H,non,aucun,Hauts-de-France,oui,non,2675,41911
Petitjean,Danielle,55,175.9,77.7,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,3483,42121
Letellier,Étienne,34,173.2,62.0,H,oui,aucun,Occitanie,non,non,3507,42209
Benoit,Isabelle,31,156.4,56.5,F,oui,master,Île-de-France,non,oui,1342,83805
Boulanger,Maggie,58,180.8,84.1,H,oui,master,Normandie,non,non,3084,42424
Riou,Auguste,46,180.7,56.8,H,oui,bac+2,Île-de-France,oui,non,2918,41503
Boulay,Susanne,58,168.7,82.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,2361,41666
Alves,Geneviève,56,166.2,78.1,H,oui,doctorat,Bretagne,oui,oui,3551,42423
Lambert,Louis,19,163.3,69.1,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,1229,41628
Clément,Noël,19,145.0,73.0,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,3230,83567
Perrin,Joséphine,48,172.6,40.8,H,oui,bac+2,Bretagne,non,non,2078,41537
Lemaire,Frédérique,49,147.8,90.5,F,non,bac,Bretagne,oui,oui,1196,84389
Boulay,Anne,72,182.6,84.2,F,non,aucun,Bretagne,oui,non,1419,83747
Vincent,André,64,158.7,75.3,F,non,master,Normandie,non,non,1486,83788
Andre,Marianne,57,171.0,62.8,H,non,master,Corse,non,oui,500,41867
Roy,Charlotte,58,147.7,73.4,H,non,bac,Île-de-France,non,oui,1826,42194
Dupré,Adrienne,36,164.5,80.4,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,3908,84093
Charrier,Théodore,45,167.3,64.9,H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,3100,41569
Voisin,Diane,41,156.4,73.3,H,non,aucun,Île-de-France,non,non,3162,41986
Bouvet,Marcelle,63,176.8,40.9,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,1586,83787
Techer,Timothée,42,161.2,71.5,F,oui,doctorat,Corse,oui,oui,3076,84441
Lopes,Jeanne,63,185.0,62.6,H,non,master,Auvergne-Rhône-Alpes,non,oui,1902,42280
Lévy,Margaux,21,181.5,74.4,F,non,aucun,Bretagne,non,oui,4021,83925
Antoine,Claude,46,172.9,52.6,H,non,doctorat,Normandie,oui,oui,900,41986
Le Roux,Bertrand,36,154.5,79.9,H,oui,master,Bretagne,oui,non,3926,42138
Tanguy,Capucine,43,188.5,82.6,H,oui,bac+2,Île-de-France,oui,oui,3895,42120
Jacob,Frédéric,71,164.2,52.7,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,3520,84036
Vaillant,Élisabeth,53,174.2,71.6,F,non,doctorat,Île-de-France,non,oui,2964,83945
Benard,Xavier,47,173.2,89.3,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,4053,84309
Thierry,Christelle,70,175.4,82.7,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3116,42420
Morel,Colette,23,165.4,81.3,H,non,doctorat,Île-de-France,oui,oui,826,42466
Fouquet,Michel,68,180.5,52.1,H,oui,aucun,Bretagne,oui,oui,2842,42206
Joubert,Aurélie,62,161.5,78.3,F,non,bac,Hauts-de-France,non,oui,2459,83535
Fischer,Monique,38,154.1,76.3,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,1806,42293
Rivière,Caroline,60,178.8,70.0,F,non,bac+2,Occitanie,oui,oui,2974,84075
Muller,Lucy,67,160.4,61.2,F,oui,bac+2,Corse,oui,non,1949,83600
Courtois,Julien,22,178.6,95.2,F,oui,bac,Île-de-France,oui,oui,1533,84131
Hamel,Michelle,42,180.8,37.5,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,1066,42090
Ruiz,Paul,66,160.4,49.7,F,non,master,Hauts-de-France,oui,non,599,84139
Guillaume,Éléonore,32,174.1,66.8,F,non,master,Corse,non,oui,2955,83864
Carlier,Gabriel,35,176.9,74.0,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,3289,83623
Duval,Audrey,24,169.3,52.2,H,oui,aucun,Occitanie,oui,oui,3769,41833
Gros,Nathalie,48,164.1,56.0,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2286,84024
Courtois,Élise,31,160.9,63.7,H,non,doctorat,Normandie,non,oui,2912,41579
Normand,Thibault,35,173.5,56.5,F,oui,aucun,Normandie,non,oui,1914,84390
Ledoux,Marc,30,180.7,77.4,F,oui,doctorat,Bretagne,non,oui,4990,84207
Lemaire,Yves,24,181.8,87.2,H,oui,aucun,Corse,oui,oui,834,41651
Cousin,Véronique,20,177.6,69.2,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,1838,84480
Pruvost,Adélaïde,57,171.7,84.2,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,3100,83715
Bègue,Sabine,74,161.2,81.1,F,non,bac,Hauts-de-France,oui,oui,1734,83683
Guillet,Claudine,36,172.2,65.4,F,oui,aucun,Hauts-de-France,non,non,2237,83548
Lambert,Catherine,72,177.7,54.4,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,4834,41505
Lefort,Hortense,75,151.8,61.0,F,oui,aucun,Occitanie,non,oui,2944,83910
Marion,Claire,29,175.8,68.5,F,oui,bac,Île-de-France,non,non,2431,84493
Paris,Bertrand,55,174.1,66.5,H,non,bac,Occitanie,oui,oui,4171,42276
Neveu,Susanne,19,178.4,83.1,F,oui,doctorat,Hauts-de-France,oui,non,1340,83698
Perret,Antoine,24,169.2,65.5,F,non,master,Occitanie,non,non,1293,84073
Blin,Hortense,34,173.6,61.9,F,non,bac+2,Occitanie,oui,non,3286,84222
Charles,Alexandria,37,159.3,95.8,F,non,aucun,Bretagne,oui,oui,1424,83915
Maréchal,Jules,44,172.2,81.9,H,oui,bac+2,Occitanie,oui,oui,1815,42130
Hubert,Anaïs,65,178.5,51.6,F,non,bac,Provence-Alpes-Côte d’Azur,oui,non,4242,83623
Parent,Roger,42,170.1,61.1,H,non,doctorat,Occitanie,oui,oui,2140,41535
Étienne,Josette,61,178.1,61.2,F,non,master,Normandie,non,oui,1600,83761
Leroy,Victoire,20,167.8,52.3,F,oui,master,Occitanie,non,oui,4684,83601
Leleu,Julie,18,164.3,82.5,F,oui,master,Hauts-de-France,non,non,2751,83744
Labbé,Isaac,60,160.2,69.9,H,non,master,Bretagne,oui,non,3440,41967
Vallée,Daniel,18,168.1,87.9,F,oui,bac,Bretagne,oui,oui,3725,83547
Grondin,Claire,37,179.2,63.1,H,non,bac+2,Île-de-France,oui,oui,1204,42362
Valentin,Édouard,40,163.9,72.9,F,oui,aucun,Bretagne,oui,non,3154,83958
Pons,Chantal,30,148.3,69.9,F,oui,bac+2,Corse,oui,oui,2689,84398
Dupuis,Théophile,40,167.2,89.4,H,non,master,Normandie,oui,non,3006,41751
Legrand,Marcelle,37,183.1,66.8,F,oui,doctorat,Normandie,non,non,3624,84351
Simon,Alain,26,186.4,89.7,H,non,bac,Normandie,oui,oui,1189,41677
Bouvier,Suzanne,23,167.5,64.8,F,non,doctorat,Hauts-de-France,non,non,3087,84013
Boyer,Pénélope,71,176.9,57.4,F,oui,bac,Occitanie,non,oui,2581,84383
Coulon,Maryse,61,149.8,91.6,F,non,bac+2,Normandie,non,oui,1885,84486
Rousseau,Clémence,44,170.6,65.4,F,oui,doctorat,Île-de-France,non,oui,3875,84482
Bouvier,Alex,26,141.6,69.8,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,2373,84115
Vallet,Stéphane,75,165.5,95.9,F,oui,master,Hauts-de-France,non,non,1435,84156
Samson,Adrienne,47,177.7,75.3,F,oui,aucun,Île-de-France,non,non,4013,84400
Dupont,Anaïs,59,163.3,59.0,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3815,41769
Moreno,Astrid,62,174.3,46.8,F,oui,aucun,Île-de-France,oui,oui,1852,84343
Allard,Julien,53,173.9,82.6,F,oui,bac,Hauts-de-France,non,non,1684,83877
Prévost,Renée,64,140.9,77.8,H,non,doctorat,Corse,oui,oui,1035,41969
Roussel,Agathe,27,149.8,27.5,H,oui,bac,Corse,oui,oui,3476,41668
Renault,Frédéric,71,171.3,66.6,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,4166,84493
Pasquier,Denis,29,176.4,94.2,H,non,doctorat,Occitanie,oui,oui,828,41517
Peltier,Noël,58,169.7,45.7,H,oui,bac,Corse,oui,oui,2224,41886
Simon,Manon,62,167.5,79.4,H,non,master,Bretagne,non,non,2554,41977
Marty,Théodore,55,176.2,80.6,F,non,bac+2,Normandie,non,non,5085,83925
Munoz,Gérard,24,166.8,55.9,F,non,master,Hauts-de-France,oui,oui,2795,84242
Cordier,Aurore,25,162.0,92.2,F,oui,doctorat,Bretagne,oui,non,2160,83631
Boulanger,Christophe,75,164.3,62.9,F,oui,bac+2,Hauts-de-France,non,non,3362,83977
Georges,André,47,168.4,60.4,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,4498,83968
Boucher,Catherine,63,161.4,70.5,F,oui,bac,Hauts-de-France,non,non,3282,84338
Garnier,William,54,153.7,77.2,F,non,bac,Bretagne,non,non,1233,84053
Carre,Sébastien,22,178.2,55.6,F,non,master,Hauts-de-France,non,oui,3331,84389
Valette,Raymond,38,181.1,82.9,F,non,aucun,Île-de-France,oui,non,2801,83938
Schneider,Xavier,28,167.7,61.4,H,oui,aucun,Occitanie,non,oui,4265,42131
Marques,Monique,32,163.0,54.4,H,oui,bac,Normandie,non,non,3298,41775
Ribeiro,Bernadette,21,162.0,55.7,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,767,84367
Rémy,Julie,56,165.2,68.8,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2791,41600
Bazin,Julie,58,179.5,77.9,H,oui,bac+2,Occitanie,non,non,2270,42337
Olivier,Jeanne,32,168.0,77.7,H,oui,master,Corse,oui,oui,4027,41938
Torres,Alphonse,58,171.3,63.0,H,oui,aucun,Hauts-de-France,oui,oui,1308,41681
Lenoir,Théodore,44,155.5,80.0,H,non,bac,Occitanie,oui,non,3193,41960
Marie,Noël,54,175.8,68.1,F,non,bac+2,Hauts-de-France,oui,oui,4188,84319
Fischer,Patrick,58,165.2,84.3,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2453,84260
Barbe,Alain,37,163.9,78.9,H,oui,master,Corse,oui,non,2991,42071
Perrier,Stéphanie,39,173.6,71.2,H,oui,bac+2,Bretagne,non,non,2454,42004
Pereira,Gabriel,22,193.9,87.8,H,non,aucun,Corse,non,oui,3367,42127
Barre,Agathe,21,171.1,85.1,H,non,bac+2,Île-de-France,oui,oui,3121,41553
Lebreton,Olivier,34,170.3,65.4,H,non,aucun,Hauts-de-France,oui,oui,2402,41977
Schmitt,Tristan,64,138.3,73.2,F,oui,bac,Occitanie,oui,non,1913,83854
Turpin,Henriette,54,185.9,70.3,H,non,aucun,Normandie,oui,non,1073,41987
Peltier,Constance,48,169.5,54.3,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3068,41560
Dupuis,Suzanne,32,172.9,84.4,F,non,master,Bretagne,oui,oui,1550,84452
Ribeiro,Laure,21,170.3,49.5,H,oui,doctorat,Normandie,oui,oui,3341,42439
Olivier,Thibaut,21,175.2,77.4,F,non,bac,Normandie,non,oui,2501,83771
Maillot,Zoé,25,174.1,94.1,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,2157,84460
Grondin,Monique,45,171.4,53.7,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,1458,42494
Traore,Dominique,65,171.0,86.6,H,oui,bac,Île-de-France,oui,oui,2192,42282
Gérard,Hugues,46,167.6,63.9,H,non,aucun,Auvergne-Rhône-Alpes,non,non,1858,41939
Collin,Édith,74,172.9,47.5,H,non,bac,Normandie,non,non,4037,41585
Clément,Robert,60,163.3,80.8,H,oui,bac+2,Corse,non,non,976,42382
Techer,Édith,70,176.7,80.1,F,oui,master,Bretagne,non,non,2961,84092
Carpentier,Bertrand,36,160.1,73.7,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1080,41606
Devaux,Hortense,44,167.5,85.4,F,non,aucun,Corse,oui,non,3456,84316
Wagner,Rémy,51,170.2,55.4,H,non,doctorat,Corse,oui,oui,3274,41734
Michaud,Laure,70,170.2,35.2,H,oui,bac,Occitanie,non,non,3439,42319
Hoarau,Arthur,19,169.8,88.0,F,oui,bac+2,Bretagne,non,oui,1185,84219
Blondel,Martin,23,138.2,74.2,H,non,doctorat,Normandie,non,oui,2849,41596
Lejeune,Susan,42,153.1,55.3,F,non,aucun,Corse,oui,oui,5806,84391
Labbé,Nathalie,60,166.9,81.0,F,oui,bac+2,Île-de-France,non,non,1719,83948
Noël,Marcelle,56,149.1,67.4,F,non,doctorat,Corse,oui,oui,2181,84438
Cousin,Capucine,71,166.0,68.3,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2817,83524
Lamy,Zacharie,61,168.5,51.0,F,non,master,Bretagne,oui,non,3083,83701
Louis,Juliette,47,150.5,39.2,H,oui,aucun,Bretagne,non,oui,3387,42299
David,Édouard,33,175.1,69.1,F,non,doctorat,Normandie,oui,non,825,84455
Schmitt,Andrée,41,162.9,66.1,F,non,doctorat,Île-de-France,oui,oui,584,83518
Leroy,Guillaume,60,162.6,79.8,F,non,bac,Occitanie,non,oui,4212,84442
Pelletier,Joséphine,18,165.8,81.3,F,oui,bac+2,Occitanie,oui,oui,500,83726
Lévêque,Sébastien,55,176.6,57.9,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2868,42311
Gaillard,Audrey,34,167.5,89.8,F,non,master,Hauts-de-France,oui,non,1450,83573
Meunier,Timothée,27,176.3,65.8,H,oui,aucun,Île-de-France,oui,non,2310,41610
Lefort,Valérie,73,168.2,57.3,F,non,aucun,Corse,oui,non,2483,83613
Deschamps,Valentine,34,169.4,73.6,F,oui,bac+2,Île-de-France,oui,oui,2601,83746
De Oliveira,Antoinette,22,178.0,83.9,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1239,83577
Traore,Corinne,54,178.7,52.2,F,non,aucun,Normandie,non,oui,3205,83748
Hoarau,Marie,38,176.2,41.3,F,non,master,Auvergne-Rhône-Alpes,non,non,2611,83556
Clément,Suzanne,36,165.3,58.6,H,oui,bac+2,Île-de-France,non,non,4121,41581
Perez,Camille,55,163.5,57.9,H,oui,doctorat,Corse,non,oui,2590,42055
Deschamps,Aurélie,67,176.9,67.9,F,oui,master,Île-de-France,oui,oui,3899,84465
Leroy,Honoré,59,175.3,37.3,H,oui,bac,Normandie,oui,non,1864,41916
Morin,Denise,51,164.4,77.2,H,non,doctorat,Occitanie,non,oui,500,42042
Charpentier,Théodore,71,195.5,78.0,F,oui,bac+2,Corse,non,oui,2678,83594
Wagner,Richard,38,181.8,105.2,H,oui,master,Normandie,non,oui,3544,42453
Rousset,Laetitia,53,179.5,72.0,H,non,master,Corse,non,non,2330,42457
Giraud,Manon,32,165.2,57.6,H,oui,master,Hauts-de-France,non,non,1675,41620
Giraud,Grégoire,39,156.5,68.9,F,oui,aucun,Normandie,non,oui,500,84338
Voisin,Marguerite,27,171.9,69.5,F,oui,bac,Occitanie,oui,oui,2676,84085
Julien,Thérèse,44,164.8,116.2,F,non,aucun,Hauts-de-France,oui,non,4132,83750
Lemoine,Danielle,19,157.6,73.5,H,oui,bac,Normandie,non,oui,1770,42162
Coste,Lucy,43,159.9,49.9,H,non,aucun,Auvergne-Rhône-Alpes,non,oui,3018,42210
Boyer,Thibaut,57,163.2,84.5,H,oui,aucun,Auvergne-Rhône-Alpes,non,non,3692,41780
Guilbert,Adrien,58,183.7,57.2,F,non,bac+2,Occitanie,oui,non,3070,84351
Henry,Robert,64,176.3,62.9,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,1573,42013
Ferreira,Michèle,46,186.1,73.4,H,non,aucun,Corse,non,oui,3263,42343
Fabre,Emmanuel,21,161.8,51.7,F,non,bac+2,Normandie,non,non,1816,84371
Nguyen,Stéphanie,27,168.8,54.0,H,oui,master,Bretagne,non,oui,2488,42001
Germain,Bertrand,36,153.1,53.2,H,oui,bac+2,Bretagne,non,oui,3305,41884
Hamel,Denis,74,176.0,64.1,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1278,42482
Ollivier,Matthieu,27,159.7,64.4,H,oui,doctorat,Hauts-de-France,oui,oui,3273,42050
Mendès,Victoire,20,179.3,62.6,H,oui,master,Île-de-France,non,oui,1115,41522
Colas,Raymond,54,172.7,57.6,F,non,doctorat,Hauts-de-France,non,oui,1878,83811
Goncalves,Olivier,25,183.3,82.4,H,non,master,Occitanie,non,oui,2689,42049
De Sousa,Christophe,26,157.3,73.2,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,3775,83629
Lecomte,Chantal,38,166.2,90.3,H,non,bac+2,Occitanie,oui,non,4051,41962
Coulon,Aimée,38,186.6,74.6,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,3204,41565
Gillet,Marine,60,184.1,76.7,H,oui,bac,Hauts-de-France,non,non,1898,42325
Wagner,Alphonse,32,165.5,73.6,H,non,master,Hauts-de-France,non,non,951,42212
Thierry,Emmanuelle,64,168.6,86.4,F,non,bac,Corse,oui,non,500,84205
Labbé,Yves,72,185.3,86.8,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,1948,41951
Courtois,Virginie,31,175.4,70.0,H,oui,master,Bretagne,non,non,3975,42474
Robin,Marine,33,179.8,49.0,F,non,doctorat,Hauts-de-France,non,non,3204,84308
Lefèvre,Marguerite,74,167.9,71.2,F,non,master,Normandie,non,oui,1626,84118
Chartier,Susan,36,187.5,85.6,H,oui,aucun,Bretagne,non,non,1612,41602
Gonzalez,Guillaume,38,156.7,64.2,H,non,aucun,Hauts-de-France,non,non,3021,41980
Benard,Bernard,60,172.4,88.8,H,non,master,Hauts-de-France,non,non,3447,42294
Jourdan,Julie,73,179.7,74.9,F,non,bac,Île-de-France,non,oui,832,83817
Guillet,Célina,31,168.0,85.9,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2438,84063
Torres,Colette,44,175.0,65.2,F,non,master,Normandie,non,non,1264,84395
Marchal,Marthe,35,168.8,74.6,F,oui,bac+2,Île-de-France,non,oui,1713,83740
Bazin,Michelle,32,167.6,55.9,H,oui,aucun,Auvergne-Rhône-Alpes,oui,non,3843,42226
Sauvage,Denis,19,167.1,91.8,H,non,aucun,Auvergne-Rhône-Alpes,non,non,4334,41753
De Sousa,Aimée,53,169.2,54.9,H,oui,doctorat,Corse,non,oui,500,42359
Munoz,Odette,28,155.3,49.4,F,oui,bac+2,Hauts-de-France,non,oui,4154,83748
Lagarde,Diane,31,171.2,75.8,H,oui,aucun,Île-de-France,oui,oui,500,42412
Paul,Océane,68,158.0,83.3,F,oui,bac,Bretagne,non,oui,2844,84174
Gimenez,Adrienne,58,168.5,78.5,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,4462,42186
Bourgeois,Georges,26,167.8,71.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2731,84373
Petitjean,Nicole,65,193.9,38.5,H,oui,doctorat,Normandie,oui,non,3319,42484
Rodrigues,Stéphanie,72,168.9,78.5,F,non,master,Île-de-France,non,oui,1711,84313
Vaillant,Patrick,30,169.5,80.7,H,non,doctorat,Occitanie,non,oui,6235,42075
Bègue,Matthieu,23,178.1,57.3,H,non,doctorat,Bretagne,non,oui,1991,41948
Hebert,Luc,62,165.5,43.1,H,non,aucun,Occitanie,non,non,2103,41936
Laporte,Paulette,66,177.3,50.9,H,non,bac,Île-de-France,non,non,3758,41900
Jacques,René,46,174.9,59.0,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2330,83683
Pierre,Émilie,69,186.0,81.0,H,oui,doctorat,Hauts-de-France,oui,non,2510,42496
Pereira,Georges,49,167.6,71.1,H,oui,bac,Normandie,non,oui,1885,41869
Coulon,Frédéric,71,149.0,100.6,H,oui,master,Bretagne,non,oui,2686,42177
Legendre,Andrée,39,174.0,69.1,H,oui,bac+2,Normandie,oui,oui,1617,41877
Petit,Xavier,31,168.1,46.0,F,non,bac+2,Corse,non,oui,5232,84203
Descamps,Audrey,48,157.7,54.5,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,1971,41977
Maillet,William,18,182.9,70.2,H,oui,bac,Corse,non,non,1016,41606
Gaillard,Renée,25,182.5,81.0,H,non,master,Hauts-de-France,non,oui,3146,41925
Colin,William,73,177.2,105.9,F,non,aucun,Bretagne,oui,oui,5122,84387
Barre,Alix,36,163.1,94.4,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2959,83700
Texier,Clémence,51,175.0,44.6,H,non,doctorat,Bretagne,non,oui,2295,41536
Prévost,Noémi,39,161.9,82.4,H,oui,doctorat,Occitanie,oui,oui,3785,42230
Boulay,Audrey,29,149.3,69.7,H,non,aucun,Île-de-France,non,non,3846,42256
Auger,Aimé,30,168.1,80.9,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,2921,42420
Bègue,Céline,56,173.4,65.9,H,oui,bac+2,Corse,non,non,1040,41588
Martinez,Yves,30,158.8,80.6,F,non,master,Bretagne,non,non,2523,84182
Bouchet,Colette,43,168.6,63.6,F,oui,aucun,Hauts-de-France,oui,non,2133,83578
Texier,Arnaude,35,180.5,65.0,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,890,42294
Hoarau,Renée,55,177.4,66.9,F,non,doctorat,Bretagne,non,oui,2537,83866
Jacob,Laurent,18,186.1,69.7,H,oui,aucun,Hauts-de-France,oui,oui,2847,41943
Arnaud,Frédérique,73,158.2,66.7,H,non,aucun,Île-de-France,oui,oui,3231,42434
Costa,Guy,46,154.4,73.0,F,non,bac+2,Bretagne,oui,oui,2620,83670
Mace,Marine,43,170.4,85.6,F,non,master,Auvergne-Rhône-Alpes,non,non,2901,83511
Roger,Adélaïde,38,184.8,55.1,H,oui,bac,Bretagne,oui,non,2663,42124
Thibault,Vincent,53,170.8,54.0,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,3647,83988
Simon,André,29,193.2,69.7,H,non,master,Auvergne-Rhône-Alpes,non,oui,3106,41552
Costa,Claude,53,170.8,59.3,H,non,bac+2,Hauts-de-France,oui,oui,500,41725
Lebreton,Maryse,41,162.9,49.1,H,oui,doctorat,Bretagne,non,oui,4544,41788
Marie,Alexandre,41,168.8,64.8,F,oui,doctorat,Bretagne,oui,non,3566,83829
Rodrigues,Aurélie,59,158.8,58.5,F,non,aucun,Bretagne,non,non,2581,83715
Chauveau,Aurore,54,180.3,77.5,H,non,doctorat,Occitanie,non,oui,2797,41917
Delahaye,Clémence,65,170.8,76.0,H,oui,bac+2,Île-de-France,oui,non,2741,42051
Rossi,Gabrielle,29,159.7,70.7,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,1211,41961
Grenier,Claudine,63,170.8,62.8,H,non,aucun,Bretagne,oui,non,5547,42303
Barre,Émile,65,169.6,48.9,H,non,bac+2,Hauts-de-France,non,oui,2338,42267
Besnard,Monique,60,175.2,95.1,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,1792,83583
Robin,Sébastien,50,154.2,82.3,H,non,aucun,Hauts-de-France,non,oui,843,42025
Jacques,Paulette,56,165.6,66.1,H,non,bac,Île-de-France,non,oui,2416,41614
Jourdan,Corinne,40,176.9,59.7,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,2171,41514
Techer,Auguste,23,169.9,72.2,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,2617,42438
Bouchet,Véronique,68,174.4,82.7,H,oui,bac+2,Occitanie,oui,non,2971,42291
Langlois,Camille,33,174.5,46.3,F,oui,bac,Bretagne,oui,oui,2560,84490
Durand,Théophile,36,174.8,80.9,H,non,bac,Auvergne-Rhône-Alpes,non,oui,1669,41512
Lemonnier,Christelle,30,163.4,61.4,F,oui,bac,Bretagne,non,non,3143,83549
Guillon,Clémence,34,180.3,63.9,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,3589,42124
Poulain,Catherine,51,171.2,68.1,F,oui,aucun,Normandie,oui,oui,2246,84012
Leblanc,Catherine,31,177.5,74.9,F,non,bac+2,Corse,non,non,5230,83875
Picard,Antoinette,50,161.5,77.8,F,oui,doctorat,Corse,non,oui,1864,83874
Rivière,Denise,34,161.3,69.8,H,oui,doctorat,Hauts-de-France,non,oui,2664,41567
Samson,Monique,55,199.2,67.2,F,non,doctorat,Normandie,oui,oui,1143,83587
Rousset,Margot,24,172.7,38.9,F,oui,bac,Normandie,non,oui,2389,83501
Dos Santos,Jeanne,59,170.2,81.9,H,oui,bac+2,Bretagne,oui,oui,3668,41644
Gomes,Laurence,29,165.0,67.7,H,non,doctorat,Occitanie,non,non,1580,41736
Launay,Diane,48,158.7,74.6,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,971,41554
Jacquet,François,37,165.9,55.1,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3159,41971
Lecomte,Guillaume,35,188.0,50.5,F,oui,bac,Hauts-de-France,non,non,500,84161
David,Pauline,62,168.8,70.2,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,2762,42141
Joseph,Dominique,37,165.5,67.0,H,non,master,Normandie,oui,oui,2941,42081
Menard,Océane,60,180.4,40.7,H,oui,bac,Bretagne,non,oui,2057,42029
